Max_Phase,Polar Surface Area,HBA,HBD,#RO5 Violations,QED Weighted,CX LogP,CX LogD,Heavy Atoms
1,6.48,2,0,0,0.82,4.88,3.09,22
1,116.17,4,3,0,0.55,1.67,-1.65,25
1,115.81,5,5,0,0.28,-1.21,-2.53,16
1,100.9,6,2,0,0.66,2.12,2.12,31
1,66.43,4,0,0,0.41,-4.45,-3.68,14
1,110.06,7,1,0,0.61,1.63,1.62,30
1,94.83,5,3,0,0.68,0.93,0.93,27
1,24.92,2,1,0,0.67,0.63,-1.68,10
1,71.53,6,1,0,0.82,2.45,2.21,25
1,139.08,8,2,2,0.08,5.64,5.86,59
1,184.19,16,0,2,0.19,4.3,3.7,57
1,302.21,16,7,3,0.05,-8.07,-7.8,45
1,45.59,4,1,2,0.22,7.13,5.61,37
1,111.43,7,1,0,0.4,2.12,2.12,21
1,86.99,4,3,0,0.41,2.42,-0.45,25
1,40.46,2,2,1,0.51,6.33,6.32,23
1,49.33,2,2,0,0.88,4.26,1.1,19
1,23.47,2,1,0,0.84,3.76,1.99,21
1,40.46,2,2,0,0.52,1.37,1.36,8
1,40.46,2,2,0,0.41,-1.21,-1.21,4
1,72.24,3,1,0,0.68,3.27,3.27,19
1,59.3,3,1,0,0.85,2.73,-0.47,19
1,35.94,4,1,0,0.72,3.41,3.09,26
1,108.33,8,3,2,0.07,7.96,7.58,44
1,118.36,5,3,0,0.66,0.94,0.94,24
1,118.21,6,3,1,0.46,3.89,3.8,43
1,100.87,6,2,0,0.78,1.1,1.1,30
1,40.46,2,2,0,0.63,1.19,1.19,12
1,64.79,5,1,0,0.56,2.6,1.03,21
1,61.9,1,3,0,0.43,1.69,-0.72,12
1,193.91,14,5,2,0.24,2.6,1.57,51
1,0.0,0,0,0,0.0,0.0,0.0,0
1,70.91,2,3,0,0.74,1.08,-1.74,18
1,58.69,3,1,0,0.9,2.14,2.14,17
1,242.98,12,9,3,0.09,-6.6,-6.63,43
1,39.72,4,1,0,0.89,3.28,2.65,23
1,55.56,4,1,0,0.64,3.64,2.15,26
1,97.05,7,1,0,0.87,1.16,-0.87,25
1,148.15,6,4,0,0.45,-0.33,-3.7,32
1,45.59,4,1,0,0.88,2.51,0.86,24
1,58.28,3,3,0,0.74,2.33,0.14,17
1,20.23,1,1,0,0.7,2.41,2.41,10
1,106.97,7,1,0,0.61,3.14,3.14,34
1,20.23,1,1,1,0.69,4.83,4.83,22
1,138.2,7,3,0,0.5,1.83,-1.5,34
1,93.81,6,1,1,0.45,5.06,5.06,35
1,89.98,6,0,0,0.45,3.28,3.28,33
1,91.67,5,2,0,0.77,2.02,2.02,27
1,49.33,2,2,0,0.86,6.09,2.82,19
1,41.57,2,1,0,0.61,0.1,0.1,14
1,73.58,4,3,0,0.59,-0.95,-0.96,12
1,6.48,2,0,1,0.56,6.39,5.91,28
1,112.27,9,1,0,0.63,2.14,1.91,33
1,114.4,7,2,0,0.45,1.5,-0.08,36
1,12.47,2,0,0,0.72,3.72,3.47,20
1,112.74,6,2,0,0.66,2.91,-0.38,30
1,80.39,3,2,0,0.53,-3.25,-3.37,9
1,97.78,2,5,0,0.36,0.83,-3.73,15
1,29.46,2,1,0,0.61,1.51,1.51,9
1,68.87,3,1,0,0.55,-1.23,-1.23,9
1,29.46,2,1,0,0.68,1.13,1.13,10
1,6.48,4,0,0,0.57,4.16,4.16,16
1,45.59,4,1,0,0.88,2.51,0.86,24
1,33.42,2,0,0,0.59,-3.47,-3.47,13
1,128.03,8,2,0,0.37,2.07,1.84,32
1,104.73,5,3,0,0.38,0.6,0.6,30
1,60.69,3,3,0,0.69,2.67,2.67,21
1,38.05,2,2,0,0.47,1.2,1.2,10
1,43.86,5,0,0,0.78,3.34,1.74,26
1,23.47,2,1,1,0.74,5.12,2.76,24
1,122.46,7,1,0,0.67,-1.4,-4.89,20
1,118.8,7,2,0,0.64,-0.58,-0.55,23
1,74.57,5,2,0,0.88,-0.42,-0.42,25
1,190.81,14,3,2,0.17,-0.93,-3.58,33
1,63.05,5,1,2,0.47,3.63,1.68,37
1,12.03,1,1,0,0.83,4.37,1.48,21
1,78.43,4,3,0,0.72,-0.4,-2.12,18
1,12.47,2,0,0,0.78,3.65,2.17,19
1,86.74,6,0,0,0.45,-0.76,-0.76,14
1,64.71,4,2,0,0.78,0.57,-1.28,15
1,106.02,7,0,0,0.46,-0.27,-0.27,19
1,58.56,3,2,0,0.54,3.75,3.75,22
1,68.74,7,1,0,0.52,3.75,3.64,31
1,72.19,4,1,0,0.81,1.89,0.71,22
1,20.23,1,1,1,0.23,8.81,8.81,23
1,32.26,3,2,1,0.39,5.61,3.31,23
1,191.22,11,3,2,0.15,-4.16,-6.94,37
1,359.42,16,8,4,0.04,-2.69,-3.61,58
1,62.44,2,3,0,0.66,1.21,-0.16,15
1,72.68,5,1,0,0.56,-0.81,-0.84,13
1,95.94,5,2,0,0.6,1.54,0.07,31
1,0.0,0,0,0,0.0,0.0,0.0,0
1,52.32,2,1,0,0.6,-4.14,-4.14,11
1,141.36,6,4,0,0.46,1.56,-2.01,32
1,112.73,5,3,0,0.68,-2.14,-2.5,24
1,62.2,5,2,0,0.84,1.37,0.42,17
1,32.7,3,1,1,0.43,6.48,4.57,31
1,101.29,4,3,0,0.75,1.19,1.18,18
1,66.49,4,2,1,0.47,4.54,4.45,29
1,26.02,2,2,0,0.42,-0.42,-2.2,4
1,113.01,7,2,0,0.53,0.02,-3.38,26
1,121.11,10,3,1,0.43,2.79,1.69,40
1,21.26,3,1,0,0.72,4.2,1.94,21
1,122.63,5,3,0,0.77,1.75,-1.25,21
1,181.62,9,6,1,0.33,-3.29,-3.57,32
1,71.77,3,2,0,0.5,-0.95,-1.01,9
1,46.61,4,0,2,0.13,7.91,7.02,37
1,48.14,4,1,0,0.82,3.4,3.4,15
1,58.92,4,2,0,0.72,0.34,0.34,14
1,109.85,7,3,1,0.38,2.9,0.38,35
1,20.23,1,1,0,0.57,1.21,1.21,8
1,87.55,8,2,0,0.31,4.49,3.01,37
1,110.86,7,2,2,0.37,5.46,5.1,35
1,98.78,6,2,2,0.31,4.66,4.65,37
1,94.83,5,3,0,0.69,1.56,1.56,27
1,59.75,5,0,0,0.6,4.24,3.98,29
1,92.78,4,3,1,0.43,2.8,2.76,23
1,204.66,14,3,3,0.13,7.4,7.4,68
1,40.46,2,2,1,0.55,7.08,5.18,21
1,92.51,6,2,0,0.44,4.06,2.82,30
1,68.29,5,1,0,0.83,3.33,2.74,25
1,148.26,8,3,0,0.41,0.29,-3.12,28
1,41.57,4,1,0,0.58,2.79,1.74,19
1,43.07,4,0,0,0.69,3.02,3.02,22
1,58.2,2,2,1,0.27,-3.63,-3.63,36
1,53.99,5,0,0,0.5,3.11,3.11,20
1,83.38,4,3,0,0.5,-0.26,-0.26,11
1,140.92,7,3,0,0.47,1.92,-1.24,33
1,56.41,3,1,0,0.88,1.52,-0.61,23
1,39.07,3,0,0,0.75,0.72,0.72,16
1,121.38,6,6,1,0.26,-3.73,-3.73,12
1,199.89,9,8,2,0.11,-1.95,-1.95,34
1,60.44,4,0,0,0.65,4.13,4.13,28
1,166.75,7,5,1,0.2,3.16,2.05,49
1,47.86,4,2,0,0.91,2.52,1.3,21
1,43.7,3,2,0,0.72,2.88,2.58,20
1,37.3,2,1,0,0.54,3.1,3.1,23
1,148.18,4,5,0,0.47,-3.32,-6.73,17
1,8.17,2,0,0,0.81,4.48,2.24,21
1,89.79,4,4,0,0.31,2.63,2.63,30
1,40.62,2,0,0,0.71,0.41,0.41,16
1,12.03,1,1,0,0.83,4.37,1.48,21
1,75.81,4,0,0,0.63,2.55,2.55,23
1,27.69,3,0,2,0.21,-7.72,-7.72,36
1,58.2,2,2,2,0.43,5.79,5.79,37
1,23.47,2,1,0,0.77,2.9,0.93,19
1,94.83,2,3,0,0.42,-0.83,-7.58,7
1,80.39,3,2,0,0.53,-3.25,-3.37,9
1,250.91,9,8,2,0.08,1.05,-2.11,54
1,86.18,3,2,0,0.67,-0.52,-1.96,12
1,32.34,2,1,0,0.89,4.52,3.82,21
1,52.6,4,0,2,0.3,-3.27,-3.27,41
1,46.53,3,1,0,0.69,-0.97,-0.97,25
1,84.86,6,2,0,0.63,3.71,1.8,25
1,32.34,2,1,0,0.91,4.07,3.51,20
1,23.55,2,0,0,0.8,2.55,1.87,22
1,54.37,3,1,0,0.78,4.38,4.38,27
1,59.3,3,1,0,0.85,2.73,-0.47,19
1,33.12,2,1,0,0.73,3.04,2.46,13
1,58.92,4,2,0,0.44,-1.41,-1.41,10
1,78.66,8,6,2,0.35,-0.43,-8.63,36
1,0.0,0,0,0,0.0,0.0,0.0,0
1,40.54,4,1,1,0.77,2.6,2.6,25
1,32.34,2,1,0,0.89,4.52,3.82,21
1,94.83,2,3,0,0.42,-0.83,-7.58,7
1,89.27,5,1,0,0.74,3.51,2.57,26
1,0.0,0,0,0,0.37,1.19,1.19,3
1,88.49,6,2,0,0.56,2.11,2.11,28
1,95.94,5,2,0,0.6,1.54,0.07,31
1,38.25,4,0,2,0.12,4.92,4.92,37
1,63.69,5,1,1,0.49,6.76,6.75,35
1,127.2,8,2,0,0.59,1.12,1.12,34
1,52.93,4,2,0,0.81,1.95,0.07,25
1,37.3,1,1,0,0.74,2.5,-0.04,12
1,6.48,4,0,1,0.62,5.47,3.93,25
1,208.09,10,6,1,0.18,-1.04,-5.67,31
1,52.49,3,3,0,0.65,0.23,-1.07,13
1,77.76,3,3,0,0.66,3.71,0.98,28
1,75.27,3,2,0,0.56,1.47,1.03,17
1,72.72,4,4,0,0.59,1.05,-0.22,17
1,167.58,4,10,2,0.14,4.51,-1.3,34
1,41.57,3,1,0,0.9,1.45,1.43,18
1,20.23,1,1,0,0.61,3.3,3.29,10
1,12.03,1,1,0,0.81,4.5,1.61,20
1,116.43,7,2,0,0.79,1.26,0.78,21
1,115.06,3,4,0,0.5,1.32,-3.47,17
1,49.33,2,2,0,0.87,5.49,2.26,18
1,6.48,2,0,0,0.72,3.83,3.71,20
1,41.49,3,2,0,0.84,2.58,0.36,19
1,189.53,11,8,2,0.24,-4.53,-4.53,23
1,32.34,2,1,0,0.89,4.52,3.82,21
1,132.96,6,4,0,0.56,-2.45,-2.81,25
1,16.13,2,0,0,0.84,4.05,2.79,21
1,44.81,4,1,0,0.85,2.23,2.17,20
1,45.33,3,1,0,0.92,2.04,1.96,20
1,45.78,6,0,0,0.69,3.13,2.96,26
1,43.37,3,0,0,0.53,3.66,3.66,25
1,52.9,3,1,0,0.88,2.79,2.79,21
1,6.48,3,0,1,0.77,5.0,2.82,22
1,186.46,12,5,1,0.32,-2.25,-2.25,28
1,85.08,5,2,0,0.81,0.98,0.5,16
1,60.47,6,0,0,0.53,2.72,0.76,34
1,20.23,1,1,1,0.47,7.05,7.05,29
1,185.46,11,4,1,0.34,-5.32,-5.32,27
1,3.24,2,0,1,0.65,5.07,2.73,21
1,112.74,6,2,0,0.71,2.3,-0.98,29
1,199.73,12,8,2,0.18,-3.53,-10.64,33
1,74.26,2,3,0,0.41,2.18,1.34,14
1,56.84,4,1,0,0.43,2.8,1.33,22
1,100.35,7,2,0,0.82,-1.79,-1.8,22
1,160.83,14,3,2,0.33,2.78,2.78,46
1,83.8,6,2,0,0.85,-0.61,-0.61,27
1,91.67,5,2,0,0.78,1.66,1.66,26
1,39.37,1,0,0,0.36,-0.35,-0.35,2
1,72.83,5,1,0,0.64,4.46,4.46,30
1,42.32,5,1,1,0.39,5.39,4.01,34
1,96.67,7,1,0,0.67,2.03,2.03,30
1,72.68,5,1,0,0.56,-0.81,-0.84,13
1,75.0,8,1,1,0.38,4.42,3.76,37
1,32.67,3,0,0,0.83,4.11,4.11,21
1,77.99,6,2,1,0.53,3.57,0.95,30
1,28.6,4,0,0,0.78,3.04,1.66,21
1,94.83,6,1,0,0.62,3.15,-0.28,29
1,6.48,2,0,0,0.84,4.28,2.48,21
1,38.33,2,1,0,0.73,4.46,4.46,21
1,17.82,2,0,1,0.45,5.84,5.82,25
1,29.26,2,1,0,0.78,4.42,2.59,18
1,66.48,3,3,0,0.52,4.06,2.12,22
1,58.36,3,2,0,0.73,0.95,-0.7,17
1,26.02,1,1,0,0.65,1.8,-0.67,10
1,205.55,14,5,2,0.26,3.88,3.94,61
1,115.7,12,1,2,0.2,5.41,5.41,51
1,108.17,7,1,0,0.56,-0.28,-0.28,14
1,20.23,1,1,0,0.65,3.43,3.43,11
1,48.39,6,0,0,0.7,2.22,0.94,15
1,26.02,1,1,0,0.66,2.22,-0.35,13
1,95.94,5,2,0,0.6,1.47,-0.18,30
1,43.78,3,1,1,0.52,4.77,2.77,34
1,115.06,6,4,0,0.55,0.24,0.24,28
1,6.48,3,0,0,0.8,4.38,3.07,22
1,12.03,1,1,0,0.63,2.37,-0.67,12
1,164.63,9,5,0,0.4,-2.54,-2.61,33
1,118.36,5,3,0,0.65,-0.58,-0.58,17
1,60.36,3,1,0,0.49,-4.89,-4.12,11
1,133.87,11,2,3,0.19,4.65,2.85,59
1,9.72,4,0,0,0.78,4.38,3.69,25
1,40.46,2,2,0,0.63,1.19,1.19,12
1,106.97,7,1,0,0.6,2.22,2.22,35
1,63.4,2,1,0,0.54,-1.68,-1.68,10
1,44.62,3,2,0,0.86,3.03,1.2,19
1,87.46,6,2,0,0.86,-1.01,-1.02,23
1,172.46,13,3,2,0.26,-3.09,-3.11,34
1,107.22,6,4,0,0.39,-1.91,-4.83,12
1,106.95,8,1,0,0.73,1.65,1.43,28
1,0.0,0,0,0,0.52,2.12,2.12,7
1,224.45,14,5,2,0.15,2.92,2.92,58
1,87.07,4,2,0,0.55,-1.52,-4.94,14
1,119.03,8,2,0,0.49,3.55,3.55,31
1,23.47,2,1,0,0.84,3.76,1.99,21
1,97.62,7,2,2,0.27,5.36,5.35,39
1,60.77,4,2,1,0.65,3.96,3.95,33
1,37.3,1,1,1,0.53,5.01,2.42,22
1,3.24,1,0,0,0.81,4.81,2.48,21
1,0.0,0,0,0,0.6,4.35,4.35,12
1,60.17,4,2,0,0.84,1.64,-0.96,19
1,84.6,4,1,0,0.68,2.55,2.55,21
1,40.46,2,2,1,0.52,5.65,5.65,29
1,130.83,8,4,0,0.45,-2.8,-2.8,17
1,87.18,4,2,0,0.79,-0.03,-1.68,14
1,64.35,3,2,0,0.39,-2.42,-2.42,7
1,95.94,5,2,0,0.64,0.59,-1.06,27
1,70.59,4,3,0,0.77,1.42,-0.89,21
1,20.31,3,0,0,0.73,3.35,3.16,22
1,63.32,2,2,0,0.63,-1.35,-1.34,11
1,37.3,2,1,0,0.79,2.65,2.65,16
1,28.16,3,1,0,0.76,3.93,0.88,22
1,98.54,5,1,0,0.68,1.79,1.2,21
1,75.27,3,2,0,0.71,1.89,1.64,16
1,3.24,1,0,0,0.65,2.85,1.55,14
1,185.84,11,5,2,0.31,1.34,0.91,38
1,81.19,5,1,0,0.55,-0.04,-0.04,13
1,46.53,2,1,0,0.86,3.62,0.31,18
1,104.64,4,2,0,0.8,0.68,0.68,17
1,19.37,4,0,0,0.8,3.11,1.73,18
1,66.4,3,3,0,0.49,-0.71,-3.97,10
1,29.1,2,1,0,0.86,3.35,3.15,16
1,123.04,8,2,0,0.73,-0.91,-0.91,28
1,112.73,4,3,0,0.69,-2.4,-2.76,24
1,0.0,0,0,0,0.0,0.0,0.0,0
1,95.58,4,4,0,0.6,1.89,1.26,24
1,104.55,6,3,0,0.58,-0.53,-0.57,17
1,148.77,10,4,0,0.51,-1.57,-1.57,21
1,63.6,4,1,0,0.85,3.87,0.43,20
1,180.08,14,5,2,0.24,2.44,-1.23,52
1,29.95,5,1,0,0.79,3.69,3.14,27
1,77.76,3,3,0,0.35,3.56,0.89,26
1,19.03,2,1,0,0.91,4.23,2.15,22
1,156.43,7,3,1,0.34,-0.26,-3.64,36
1,122.49,8,5,0,0.37,-0.32,-0.99,27
1,52.6,4,0,0,0.45,-8.39,-8.39,20
1,12.47,2,0,0,0.83,4.19,2.06,23
1,122.22,9,1,0,0.73,-0.48,-0.48,23
1,54.37,3,1,0,0.86,3.53,0.37,18
1,129.62,7,3,0,0.59,1.11,1.11,19
1,37.61,3,0,0,0.74,3.02,3.01,23
1,86.18,3,2,0,0.64,2.08,2.08,19
1,193.73,10,6,2,0.22,-3.27,-3.51,40
1,27.05,3,0,1,0.46,5.96,5.92,25
1,0.0,0,0,0,0.0,0.0,0.0,0
1,9.23,1,0,0,0.43,4.85,4.85,14
1,100.9,6,2,0,0.66,2.12,2.12,31
1,75.91,5,2,0,0.79,-3.1,-3.1,18
1,25.36,3,0,0,0.82,3.27,1.79,20
1,32.7,3,1,1,0.56,5.97,4.62,31
1,6.48,3,0,0,0.8,4.38,3.07,22
1,102.29,5,2,0,0.42,3.72,2.49,33
1,6.48,2,0,0,0.72,3.83,3.71,20
1,119.08,7,1,0,0.6,1.31,1.31,32
1,19.37,3,0,0,0.79,3.2,1.82,19
1,26.02,1,1,0,0.75,2.69,0.07,12
1,58.89,4,1,0,0.33,4.11,4.11,27
1,35.25,2,1,0,0.77,2.46,0.39,13
1,59.06,6,1,0,0.49,-1.76,-1.75,26
1,29.54,3,0,0,0.54,3.68,2.67,21
1,125.9,8,2,0,0.37,-2.05,-4.17,28
1,0.0,0,0,0,0.0,0.0,0.0,0
1,90.35,4,2,0,0.8,-0.08,-0.7,23
1,29.26,2,1,0,0.77,2.62,1.21,18
1,255.91,15,7,3,0.05,-0.6,-5.25,44
1,129.72,5,4,0,0.32,-1.27,-4.19,24
1,0.0,0,0,0,0.0,0.0,0.0,0
1,62.44,2,3,0,0.66,1.21,-0.16,15
1,69.64,6,0,0,0.55,1.78,1.35,28
1,150.54,10,3,0,0.37,0.03,-3.43,31
1,78.76,3,2,0,0.84,3.21,-0.22,22
1,32.26,2,2,0,0.71,1.32,-0.78,12
1,161.31,4,6,1,0.33,-4.19,-6.56,14
1,138.2,7,3,0,0.51,1.54,-1.78,33
1,0.0,0,0,0,0.44,4.65,4.65,4
1,3.24,1,0,0,0.73,5.53,4.06,22
1,6.48,3,0,0,0.84,3.75,2.44,20
1,46.15,5,0,0,0.51,4.1,4.1,24
1,12.47,2,0,0,0.84,3.66,2.18,21
1,92.78,4,3,1,0.39,3.73,3.44,24
1,0.0,0,0,0,0.0,0.0,0.0,0
1,26.3,2,0,1,0.25,6.89,6.89,22
1,93.06,6,2,0,0.69,1.56,1.56,31
1,16.13,2,0,0,0.83,3.75,1.68,19
1,32.34,2,1,0,0.82,3.06,0.36,19
1,35.53,3,0,0,0.59,-0.47,-0.47,25
1,80.92,4,4,0,0.64,4.76,4.75,22
1,23.47,2,1,0,0.83,3.89,1.99,21
1,12.03,1,1,1,0.52,6.27,3.75,26
1,95.94,5,2,0,0.73,2.29,-1.13,29
1,125.9,8,2,0,0.37,-2.05,-4.17,28
1,20.31,1,0,0,0.69,3.09,3.09,15
1,57.36,3,2,0,0.88,2.04,-0.09,21
1,68.29,5,1,0,0.83,3.33,2.74,25
1,48.39,4,2,0,0.73,2.89,0.33,23
1,129.51,9,5,0,0.36,-2.2,-3.09,23
1,38.91,2,1,0,0.51,-0.07,-0.97,7
1,12.03,1,1,0,0.83,4.43,1.58,20
1,77.04,5,1,0,0.62,1.26,-0.14,28
1,100.9,6,2,0,0.68,1.76,1.76,30
1,0.0,0,0,0,0.0,0.0,0.0,0
1,97.97,5,2,0,0.81,0.52,0.08,18
1,32.67,2,0,0,0.64,1.53,1.53,13
1,9.23,1,0,0,0.57,2.31,2.31,8
1,9.23,1,0,0,0.62,2.27,2.27,12
1,17.82,3,0,1,0.41,6.55,6.51,25
1,46.53,3,1,1,0.6,6.36,6.35,27
1,63.33,3,1,0,0.76,4.21,0.87,20
1,93.81,5,3,0,0.65,-0.95,-1.76,18
1,29.1,2,1,0,0.82,3.27,2.39,16
1,86.0,6,2,0,0.67,2.44,2.44,31
1,0.0,0,0,0,0.0,0.0,0.0,0
1,75.91,5,2,0,0.79,-3.1,-3.1,18
1,52.93,4,2,0,0.7,0.9,-0.6,21
1,29.95,5,1,0,0.73,3.97,3.41,30
1,37.19,5,0,0,0.86,2.42,1.98,24
1,161.31,4,6,1,0.32,-4.54,-6.91,13
1,27.05,4,0,1,0.28,6.94,6.9,30
1,70.0,5,2,0,0.85,1.36,0.13,25
1,124.29,6,4,0,0.4,1.65,-1.38,30
1,66.76,4,2,0,0.79,-2.49,-2.34,26
1,55.38,6,0,2,0.21,-1.85,-1.85,48
1,84.54,6,1,0,0.84,-0.82,-2.25,21
1,64.52,4,4,0,0.39,-0.06,-2.25,14
1,359.42,16,8,4,0.04,1.13,-3.61,58
1,6.48,3,0,0,0.83,3.93,2.14,20
1,72.63,3,1,0,0.82,2.17,2.17,22
1,77.76,3,3,1,0.58,4.52,1.79,30
1,40.62,2,0,0,0.63,4.02,2.07,24
1,29.54,3,0,0,0.54,3.68,2.67,21
1,92.95,5,5,0,0.56,1.47,0.33,22
1,36.86,4,1,0,0.81,3.08,1.64,22
1,52.32,2,1,0,0.6,1.54,1.54,12
1,12.03,1,1,0,0.84,3.47,0.79,16
1,58.2,2,2,0,0.71,1.12,1.12,16
1,146.05,8,4,1,0.11,2.45,-0.07,35
1,60.44,4,0,0,0.65,3.72,3.72,28
1,155.59,11,1,2,0.24,6.03,5.19,42
1,61.77,3,1,0,0.46,2.16,2.16,15
1,173.71,9,3,0,0.35,1.48,-5.57,34
1,99.88,7,2,0,0.5,1.64,-0.37,28
1,40.46,2,2,1,0.53,5.82,5.82,29
1,30.18,3,0,0,0.65,3.97,3.95,23
1,16.13,2,0,0,0.82,3.58,1.52,19
1,151.92,8,5,0,0.27,-2.72,-2.72,18
1,3.24,1,0,0,0.56,1.52,1.5,8
1,52.6,4,0,0,0.45,-8.39,-8.39,20
1,220.15,15,6,3,0.11,2.95,2.87,59
1,77.98,4,1,0,0.75,4.01,4.01,26
1,61.82,6,0,0,0.54,-0.55,-0.55,14
1,103.04,8,1,0,0.83,1.18,0.95,28
1,72.72,4,4,0,0.61,1.92,1.26,21
1,181.62,9,6,1,0.34,-3.47,-3.7,32
1,163.18,10,8,1,0.14,0.75,-1.09,32
1,119.97,3,5,0,0.33,1.24,-1.72,21
1,28.07,4,0,0,0.74,3.46,3.26,23
1,38.33,2,1,0,0.77,1.41,1.41,13
1,20.23,3,3,0,0.45,0.21,0.21,6
1,25.36,3,0,0,0.82,3.27,1.79,20
1,219.93,14,4,2,0.07,-0.38,-7.1,36
1,129.59,8,4,1,0.44,2.3,2.3,38
1,34.14,2,0,0,0.7,2.88,0.48,17
1,171.17,12,3,2,0.13,3.13,1.14,60
1,16.13,2,0,0,0.85,3.51,2.27,19
1,57.5,4,2,0,0.88,1.82,1.25,26
1,44.27,4,1,0,0.48,4.62,3.92,32
1,95.5,3,3,1,0.46,2.89,-0.63,20
1,80.67,5,1,0,0.46,4.72,4.72,34
1,81.95,5,4,0,0.31,3.61,1.95,30
1,58.53,2,2,0,0.45,2.91,2.25,17
1,92.42,3,3,0,0.59,-1.01,-3.6,14
1,104.64,4,2,0,0.69,0.93,0.93,15
1,78.89,7,0,0,0.73,0.23,0.23,20
1,112.13,8,4,0,0.54,-2.02,-2.93,19
1,75.27,3,2,0,0.68,1.45,1.19,15
1,66.56,3,2,0,0.62,2.01,1.99,16
1,49.33,2,2,0,0.6,0.91,0.9,11
1,75.91,5,2,0,0.79,-3.1,-3.1,18
1,77.82,4,2,0,0.86,2.75,2.23,17
1,196.22,8,5,0,0.18,-6.27,-17.92,27
1,122.46,7,1,0,0.67,-1.4,-4.89,20
1,115.06,4,4,0,0.37,-1.83,-7.89,10
1,119.31,8,3,0,0.58,-0.56,-0.56,16
1,101.88,7,3,0,0.73,0.39,0.38,21
1,32.67,2,0,0,0.79,3.08,3.08,20
1,37.3,2,1,0,0.69,3.36,3.36,21
1,29.1,2,1,0,0.82,3.27,2.39,16
1,69.54,3,1,0,0.78,0.33,0.12,16
1,41.49,3,2,0,0.84,3.55,1.24,21
1,112.7,5,3,0,0.41,0.88,0.86,20
1,63.32,2,2,0,0.62,-1.55,-1.55,11
1,36.42,1,2,0,0.78,2.04,0.73,14
1,61.69,3,2,0,0.85,2.92,2.92,20
1,92.95,5,5,0,0.28,-2.89,-3.63,11
1,56.84,4,1,0,0.43,2.8,1.33,22
1,94.83,4,3,0,0.37,3.23,0.26,25
1,67.43,3,2,0,0.77,-0.02,-0.02,18
1,130.15,6,3,0,0.6,1.43,0.49,31
1,3.24,1,0,0,0.56,1.52,1.5,8
1,83.47,5,2,0,0.71,-0.65,-3.92,15
1,23.47,2,1,0,0.87,4.23,2.32,22
1,0.0,0,0,0,0.0,0.0,0.0,0
1,26.3,2,0,0,0.45,-3.8,-3.8,11
1,6.48,3,0,0,0.79,4.54,2.74,21
1,182.83,13,5,2,0.19,3.6,3.18,54
1,0.0,0,0,0,0.0,0.0,0.0,0
1,112.73,5,3,0,0.68,-2.14,-2.5,24
1,98.22,5,2,0,0.8,0.79,0.0,17
1,41.13,2,2,0,0.8,2.68,1.25,16
1,73.8,4,1,0,0.85,1.27,1.27,17
1,37.3,1,1,1,0.73,6.94,3.82,26
1,102.48,6,2,0,0.52,3.42,3.42,35
1,49.74,4,1,0,0.77,1.77,-0.37,20
1,0.0,0,0,0,0.0,0.0,0.0,0
1,73.16,5,3,0,0.75,1.19,-0.73,26
1,42.23,3,1,0,0.72,2.22,1.56,15
1,102.26,7,4,0,0.44,1.04,0.65,27
1,63.95,6,0,1,0.42,5.04,2.79,33
1,197.4,13,4,2,0.13,0.24,-5.49,37
1,46.53,3,1,0,0.84,4.13,3.65,18
1,76.78,4,2,0,0.67,2.3,0.15,24
1,76.38,4,3,0,0.74,2.7,2.7,22
1,59.8,2,2,1,0.21,-3.59,-3.59,34
1,0.0,0,0,0,0.0,0.0,0.0,0
1,9.23,1,0,0,0.48,2.8,2.8,10
1,69.64,3,2,1,0.54,5.35,5.35,32
1,0.0,0,0,0,0.0,0.0,0.0,0
1,132.96,6,4,0,0.55,-1.92,-2.28,27
1,23.47,2,1,0,0.83,3.54,1.64,23
1,215.22,13,5,2,0.15,4.49,3.92,51
1,37.3,1,1,0,0.8,3.3,0.8,14
1,193.91,14,5,2,0.24,2.6,1.57,51
1,36.02,6,0,2,0.15,8.22,7.88,41
1,95.94,5,2,0,0.64,0.63,-0.85,26
1,67.43,5,2,0,0.79,3.25,1.94,19
1,146.13,9,3,2,0.1,4.53,2.22,38
1,93.06,6,2,0,0.69,1.56,1.56,31
1,0.0,0,0,0,0.0,0.0,0.0,0
1,136.55,8,6,1,0.38,-1.29,-1.29,17
1,62.3,5,1,0,0.66,0.89,0.76,22
1,50.28,5,1,0,0.92,2.19,2.16,22
1,138.28,6,6,3,0.11,9.21,9.2,52
1,49.77,4,1,1,0.42,5.7,2.65,30
1,100.9,6,2,0,0.62,4.18,4.18,36
1,3.24,2,0,1,0.77,5.06,3.13,22
1,159.65,8,4,1,0.33,-0.88,-0.92,40
1,162.06,7,5,0,0.31,-5.56,-5.57,27
1,35.53,3,0,0,0.59,-0.47,-0.47,25
1,108.61,7,4,0,0.54,2.32,2.32,30
1,200.01,11,5,2,0.18,3.26,1.36,44
1,46.53,3,1,0,0.86,3.72,3.72,20
1,64.79,5,1,0,0.56,2.6,1.03,21
1,12.03,1,1,1,0.58,6.12,3.26,25
1,75.27,3,2,0,0.55,1.59,1.33,16
1,101.93,5,2,0,0.55,2.76,-0.16,23
1,110.38,6,5,0,0.51,1.8,1.78,21
1,56.73,4,1,0,0.75,2.65,2.65,18
1,23.55,3,0,1,0.45,6.11,6.06,30
1,99.13,7,1,1,0.59,3.2,3.2,36
1,46.53,3,1,0,0.67,-1.82,-1.82,24
